"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050000","GO:0050000","chromosome localization","30/1308","123/18842",0.24390243902439,3.51346311628254,7.63834193305233,9.20705431366035e-10,8.90733531153481e-08,8.90733531153481e-08,"KIF18A/CENPA/RACGAP1/SPC25/BIRC5/PSRC1/KNL1/ECT2/SGO1/SPC24/CENPF/AURKB/TTK/SPAG5/SKA1/CCNB1/CDT1/CDK1/CDCA8/ZWINT/NDC80/KIF2C/KIF14/KIFC1/DLGAP5/CENPE/SACK1D/SKA3/NUF2/NEK2",30
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","27/1308","103/18842",0.262135922330097,3.77612006769395,7.71612044088799,1.14057624058155e-09,1.0804583679009e-07,1.0804583679009e-07,"SPC25/CDC6/BIRC5/KNL1/ESPL1/CDC20/SPC24/TRIP13/CENPF/AURKB/MAPK15/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/UBE2C/DLGAP5/CENPE/SKA3/NUF2",27
"GO:0061982","GO:0061982","meiosis I cell cycle process","30/1308","125/18842",0.24,3.45724770642202,7.52837372647719,1.3956000590633e-09,1.29505989154303e-07,1.29505989154303e-07,"RAD51AP1/KNL1/MYBL1/HORMAD1/SGO1/CDC20/DNMT3L/TRIP13/CDC25B/PTTG1/MAPK15/BRCA2/CCNA1/PKMYT1/CDC25A/SGO2/BRIP1/TEX15/ZWINT/NDC80/MND1/PTTG3P/RAD54L/TEX19/ANKLE1/CDC25C/RAD54B/EME1/RAD51/TOP2A",30
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","27/1308","104/18842",0.259615384615385,3.7398112208892,7.65228326584003,1.43982197082662e-09,1.30937410026973e-07,1.30937410026973e-07,"SPC25/CDC6/BIRC5/KNL1/ESPL1/CDC20/TACC3/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/UBE2C/DLGAP5/CENPE/SKA3/NUF2",27
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","32/1308","140/18842",0.228571428571429,3.29261686325906,7.4364698191659,1.48734739353816e-09,1.32607227419961e-07,1.32607227419961e-07,"SPC25/CDC6/BIRC5/BLM/KNL1/TICRR/CDC20/SPC24/TRIP13/CLSPN/CENPF/AURKB/CDC7/TTK/DONSON/MAD2L1/BUB1/SKA1/CCNB1/CDK1/PLK1/ORC1/CDCA8/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/DTL/SKA3/NUF2/EME1",32
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","68/1308","459/18842",0.148148148148148,2.13410352248273,6.71840521160311,2.18042012938944e-09,1.89867891754913e-07,1.89867891754913e-07,"STIL/UBD/SPC25/CDKN2A/CDC6/BIRC5/BLM/KNL1/CCNE1/HORMAD1/TICRR/CDC45/ESPL1/CDC20/SPC24/TRIP13/CDC25B/CLSPN/CENPF/AURKB/CDC7/CCNE2/SIX3/MAPK15/TTK/BRCA2/DONSON/MAD2L1/E2F1/PHOX2B/BUB1/SKA1/PKMYT1/AURKA/CCNB1/E2F7/CDT1/CDC25A/CDK1/RFC4/PLK1/BRIP1/DNA2/ORC1/CDCA8/H2AX/ZWINT/NDC80/CHEK1/RRM2/BUB1B/HASPIN/KIF14/UBE2C/EZH2/SOX2/DTL/DLGAP5/CDC25C/INHBA/ANLN/CENPE/SACK1D/SKA3/NUF2/EME1/TERT/RAD51",68
"GO:0010948","GO:0010948","negative regulation of cell cycle process","52/1308","309/18842",0.168284789644013,2.42417584592698,6.8942231810268,2.2131071614274e-09,1.89867891754913e-07,1.89867891754913e-07,"SPC25/CDC6/BIRC5/BLM/KNL1/HORMAD1/TICRR/CDC45/ESPL1/CDC20/SPC24/DMRT1/TRIP13/CLSPN/CENPF/AURKB/CDC7/TTK/BRCA2/DONSON/MAD2L1/E2F1/BUB1/SKA1/PKMYT1/CCNF/CCNB1/E2F7/CDT1/CDK1/RFC4/PLK1/BRIP1/DNA2/ORC1/CDCA8/H2AX/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/FBXO43/E2F8/SOX2/DTL/INHBA/SKA3/NUF2/EME1/NEK2/RAD51",52
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","26/1308","100/18842",0.26,3.74535168195719,7.51805268352625,2.79310190270756e-09,2.35189525029839e-07,2.35189525029839e-07,"SPC25/CDC6/BIRC5/KNL1/ESPL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/UBE2C/DLGAP5/CENPE/SKA3/NUF2",26
"GO:1905820","GO:1905820","positive regulation of chromosome separation","14/1308","31/18842",0.451612903225806,6.5055736411167,8.37901227975441,4.87172311317628e-09,4.02758636283865e-07,4.02758636283865e-07,"BIRC5/ESPL1/CDC20/AURKB/MAPK15/SKA1/PLK1/CDCA8/NCAPG/NCAPH/SMC4/UBE2C/DLGAP5/SKA3",14
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","10/1308","15/18842",0.666666666666667,9.60346585117227,9.10424325669219,5.47090438882456e-09,4.44217897428309e-07,4.44217897428309e-07,"KNL1/CDC20/CDC25B/MAPK15/TTK/PKMYT1/CDC25A/ZWINT/NDC80/CDC25C",10
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","46/1308","269/18842",0.171003717472119,2.46334254175051,6.60231825058885,1.11422934112565e-08,8.8884224808743e-07,8.8884224808743e-07,"SPC25/CDC6/BIRC5/BLM/KNL1/HORMAD1/TICRR/CDC45/CDC20/SPC24/TRIP13/CLSPN/CENPF/AURKB/CDC7/TTK/BRCA2/DONSON/MAD2L1/E2F1/BUB1/SKA1/PKMYT1/CCNB1/E2F7/CDT1/CDK1/RFC4/PLK1/BRIP1/DNA2/ORC1/CDCA8/H2AX/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/SOX2/DTL/INHBA/SKA3/NUF2/EME1/RAD51",46
"GO:0019731","GO:0019731","antibacterial humoral response","23/1308","86/18842",0.267441860465116,3.85255316122609,7.2414945155128,1.26886114646017e-08,9.94743384992134e-07,9.94743384992133e-07,"H2BC6/CAMP/IGHE/IGHG1/IGHG3/H2BC11/H2BC7/BPI/H2BC26/H2BC13/H2BC17/PI3/H2BC18/IGHG2/H2BC3/H2BC8/CALCA/H2BC9/IGHG4/H2BC10/NPY/H2BC12/H2BC14",23
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","33/1308","160/18842",0.20625,2.97107224770642,6.83858416528158,1.29325573799587e-08,9.96683701808003e-07,9.96683701808003e-07,"CENPA/RACGAP1/STIL/SPC25/UHRF1/WDR62/BIRC5/PSRC1/GPSM2/KIF4B/ESPL1/TACC3/SAPCD2/AURKB/FSD1/TTK/PRC1/KIF4A/AURKA/CCNB1/CDK1/KIF15/STMN1/PLK1/KIF11/CDCA8/KIF23/NDC80/TPX2/KIFC1/DLGAP5/CENPE/NUF2",33
"GO:0065004","GO:0065004","protein-DNA complex assembly","39/1308","210/18842",0.185714285714286,2.67525120139799,6.66768682658286,1.42562644111897e-08,1.08038723796133e-06,1.08038723796133e-06,"H3C7/H3C11/H2BC6/H3C1/H3C10/H1-5/CDC45/H4C12/H3C8/H3C2/H4C9/H2BC11/H1-1/H2BC7/ATAD2/H4C5/CHAF1B/H2BC13/H1-6/TAF7L/H4C14/CDT1/H3C12/H2AX/H4C13/H2BC3/H4C8/H2BC8/H4C4/H4C1/H2BC9/H1-3/ASF1B/H2BC10/H3C3/H4C2/H2BC14/H4C3/RAD51",39
"GO:0071824","GO:0071824","protein-DNA complex organization","41/1308","229/18842",0.179039301310044,2.57909672422312,6.56649519456044,1.82241256367806e-08,1.35844425033511e-06,1.35844425033511e-06,"H3C7/H3C11/H2BC6/H3C1/H3C10/H1-5/CDC45/H4C12/H3C8/H3C2/H4C9/H2BC11/H1-1/H2BC7/ATAD2/H4C5/CHAF1B/H2BC13/H1-6/TAF7L/H4C14/CDT1/H3C12/H2AX/H4C13/H2BC3/H4C8/H2BC8/H4C4/H4C1/H2BC9/H1-3/ASF1B/HMGA1/H2BC10/H3C3/H4C2/H2AC25/H2BC14/H4C3/RAD51",41
"GO:0051231","GO:0051231","spindle elongation","9/1308","13/18842",0.692307692307692,9.97282992237121,8.83899381478721,2.01957399745253e-08,1.48112951071236e-06,1.48112951071236e-06,"RACGAP1/BIRC5/KIF4B/AURKB/PRC1/KIF4A/KIF11/CDCA8/KIF23",9
"GO:0002227","GO:0002227","innate immune response in mucosa","14/1308","34/18842",0.411764705882353,5.93155243748876,7.86080732522178,2.09816891180152e-08,1.51434508602564e-06,1.51434508602564e-06,"H2BC6/CAMP/H2BC11/H2BC7/H2BC26/H2BC13/H2BC17/H2BC18/H2BC3/H2BC8/H2BC9/H2BC10/H2BC12/H2BC14",14
"GO:0044786","GO:0044786","cell cycle DNA replication","15/1308","40/18842",0.375,5.4019495412844,7.61181767564775,2.97631613034321e-08,2.11457960072977e-06,2.11457960072977e-06,"BLM/CDC45/TK1/CDC7/BRCA2/DONSON/GINS1/E2F7/CDT1/DNA2/MCM2/FEN1/MCM4/E2F8/RAD51",15
"GO:0007052","GO:0007052","mitotic spindle organization","29/1308","134/18842",0.216417910447761,3.1175430188507,6.7187163458907,3.18055237533453e-08,2.22491871548402e-06,2.22491871548402e-06,"RACGAP1/STIL/SPC25/UHRF1/WDR62/BIRC5/PSRC1/GPSM2/KIF4B/TACC3/AURKB/FSD1/TTK/PRC1/KIF4A/AURKA/CCNB1/KIF15/STMN1/PLK1/KIF11/CDCA8/KIF23/NDC80/TPX2/KIFC1/DLGAP5/CENPE/NUF2",29
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","53/1308","345/18842",0.153623188405797,2.21297256570492,6.21048079728512,3.85191849115585e-08,2.65373839080086e-06,2.65373839080086e-06,"STIL/UBD/SPC25/CDKN2A/CDC6/BIRC5/BLM/KNL1/CCNE1/TICRR/ESPL1/CDC20/SPC24/TRIP13/CDC25B/CLSPN/CENPF/AURKB/CDC7/CCNE2/TTK/DONSON/MAD2L1/E2F1/PHOX2B/BUB1/SKA1/PKMYT1/AURKA/CCNB1/E2F7/CDC25A/CDK1/PLK1/ORC1/CDCA8/ZWINT/NDC80/CHEK1/RRM2/BUB1B/HASPIN/KIF14/UBE2C/DTL/DLGAP5/CDC25C/INHBA/ANLN/CENPE/SKA3/NUF2/TERT",53
"GO:0007051","GO:0007051","spindle organization","36/1308","195/18842",0.184615384615385,2.65942131263232,6.36187057380098,5.94922156195389e-08,4.03747917047826e-06,4.03747917047826e-06,"RACGAP1/STIL/SPC25/UHRF1/WDR62/BIRC5/PSRC1/AUNIP/GPSM2/KIF4B/TACC3/AURKB/FSD1/MAPK15/TTK/SPAG5/PRC1/KIF4A/SKA1/AURKA/CCNB1/ASPM/KIF15/STMN1/PLK1/KIF11/CDCA8/KIF23/NDC80/TPX2/KIFC1/DLGAP5/CENPE/SKA3/NUF2/NEK2",36
"GO:0051256","GO:0051256","mitotic spindle midzone assembly","8/1308","11/18842",0.727272727272727,10.4765082012788,8.58664166343561,7.21491065596961e-08,4.82444099304321e-06,4.82444099304321e-06,"RACGAP1/BIRC5/KIF4B/AURKB/PRC1/KIF4A/CDCA8/KIF23",8
"GO:0045109","GO:0045109","intermediate filament organization","20/1308","74/18842",0.27027027027027,3.89329696669146,6.81106805775151,9.24026791471533e-08,6.0892026388711e-06,6.0892026388711e-06,"KRT86/NEFL/KRT34/KRT3/KRT75/KRT16/KRT81/KRT6A/KRT2/KRT72/KRT6B/KRT20/KRT78/KRT85/KRT38/KRT6C/KRT9/INA/NEFH/KRT83",20
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","25/1308","110/18842",0.227272727272727,3.27390881289964,6.5326991564972,1.02001698267619e-07,6.62573888604093e-06,6.62573888604094e-06,"STIL/CDC6/BIRC5/CCNE1/ESPL1/CDC20/CDC25B/CDC7/CCNE2/MAPK15/PHOX2B/SKA1/CCNB1/CDC25A/CDK1/PLK1/RRM2/UBE2C/EZH2/DTL/DLGAP5/CDC25C/SACK1D/SKA3/TERT",25
"GO:0045653","GO:0045653","negative regulation of megakaryocyte differentiation","10/1308","19/18842",0.526315789473684,7.58168356671495,7.83943427774321,1.30034234440939e-07,8.32768540849226e-06,8.32768540849226e-06,"H4C12/H4C9/H4C5/H4C14/H4C13/H4C8/H4C4/H4C1/H4C2/H4C3",10
"GO:2001251","GO:2001251","negative regulation of chromosome organization","24/1308","105/18842",0.228571428571429,3.29261686325907,6.43415396891018,1.6307726918066e-07,1.0298782541173e-05,1.0298782541173e-05,"SPC25/BIRC5/CTPS1/KNL1/ESPL1/CDC20/SPC24/TRIP13/CENPF/AURKB/TTK/MAD2L1/BUB1/SKA1/CCNB1/PLK1/CDCA8/ZWINT/NDC80/BUB1B/HASPIN/PIF1/SKA3/NUF2",24
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","22/1308","91/18842",0.241758241758242,3.48257552844709,6.48375050778825,1.85902651640022e-07,1.15794432466737e-05,1.15794432466737e-05,"STIL/CDC6/BIRC5/CCNE1/ESPL1/CDC20/CDC25B/CDC7/CCNE2/PHOX2B/SKA1/CCNB1/CDC25A/CDK1/PLK1/RRM2/UBE2C/DTL/DLGAP5/CDC25C/SKA3/TERT",22
"GO:0000022","GO:0000022","mitotic spindle elongation","8/1308","12/18842",0.666666666666667,9.60346585117227,8.14243401750309,2.03198254958726e-07,1.24857089905044e-05,1.24857089905044e-05,"RACGAP1/BIRC5/KIF4B/AURKB/PRC1/KIF4A/CDCA8/KIF23",8
"GO:0045132","GO:0045132","meiotic chromosome segregation","19/1308","71/18842",0.267605633802817,3.85491234871,6.58254132527441,2.28862638961015e-07,1.38751789247431e-05,1.38751789247431e-05,"KNL1/HORMAD1/ESPL1/SGO1/TRIP13/PTTG1/MAPK15/TTK/SKA1/SGO2/TEX15/ZWINT/NDC80/NCAPH/MND1/PTTG3P/SMC4/SKA3/NUF2",19
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","27/1308","131/18842",0.206106870229008,2.96901043490441,6.17661471609371,2.69732288497005e-07,1.61377988920511e-05,1.61377988920511e-05,"CDC6/BIRC5/BLM/BRSK2/CCNA2/TICRR/CDC25B/CLSPN/CENPF/AURKB/CDC7/DONSON/PHOX2B/PKMYT1/AURKA/CCNB1/CDC25A/CDK1/PLK1/ORC1/FOXM1/CHEK1/MELK/KIF14/DTL/CDC25C/NEK2",27
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","34/1308","190/18842",0.178947368421053,2.57777241268308,5.96999271145842,2.97741113998411e-07,1.75821927967633e-05,1.75821927967633e-05,"SPC25/CDC6/BIRC5/BLM/KNL1/TICRR/CDC20/SPC24/TRIP13/CLSPN/CENPF/AURKB/CDC7/TTK/DONSON/MAD2L1/BUB1/SKA1/PKMYT1/CCNB1/E2F7/CDK1/PLK1/ORC1/CDCA8/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/DTL/INHBA/SKA3/NUF2",34
"GO:0042742","GO:0042742","defense response to bacterium","48/1308","322/18842",0.149068322981366,2.14735882386461,5.67181491481243,4.18242248968088e-07,2.41061038099269e-05,2.41061038099269e-05,"H2BC6/GBP5/VGF/CAMP/PGLYRP3/IGHE/GSDMC/IGHG1/IGHG3/LPO/H2BC11/S100A8/H2BC7/BPI/PGLYRP4/H2BC26/F2/H2BC13/RNASE10/H2BC17/MIR140/S100A14/IL17F/KRT6A/PI3/LCN2/H2BC18/IGHG2/H2BC3/LYZ/DEFB126/H2BC8/CALCA/H2BC9/S100A9/IGHG4/H2BC10/NPY/SLAMF8/H2BC12/LYPD8/BPIFA2/H2BC14/PRB3/ISG15/IL12B/CCL20/HTN1",48
"GO:0033260","GO:0033260","nuclear DNA replication","13/1308","36/18842",0.361111111111111,5.20187733605165,6.89226155576169,4.18821684843683e-07,2.41061038099269e-05,2.41061038099269e-05,"BLM/CDC45/TK1/CDC7/BRCA2/DONSON/GINS1/CDT1/DNA2/MCM2/FEN1/MCM4/RAD51",13
"GO:0045786","GO:0045786","negative regulation of cell cycle","54/1308","382/18842",0.141361256544503,2.0363369998559,5.58897520132088,4.60903127442382e-07,2.61965815060064e-05,2.61965815060064e-05,"BRINP3/SPC25/CDKN2A/CDC6/BIRC5/BLM/KNL1/HORMAD1/TICRR/CDC45/ESPL1/CDC20/SPC24/DMRT1/TRIP13/CLSPN/CENPF/AURKB/CDC7/TTK/BRCA2/DONSON/MAD2L1/E2F1/BUB1/SKA1/PKMYT1/CCNF/CCNB1/E2F7/CDT1/CDK1/RFC4/PLK1/BRIP1/DNA2/ORC1/CDCA8/H2AX/ZWINT/NDC80/CHEK1/BUB1B/HASPIN/FBXO43/E2F8/SOX2/DTL/INHBA/SKA3/NUF2/EME1/NEK2/RAD51",54
"GO:0051255","GO:0051255","spindle midzone assembly","8/1308","13/18842",0.615384615384615,8.86473770877441,7.74742958065675,4.96002278933447e-07,2.75039312476876e-05,2.75039312476876e-05,"RACGAP1/BIRC5/KIF4B/AURKB/PRC1/KIF4A/CDCA8/KIF23",8
"GO:1901993","GO:1901993","regulation of meiotic cell cycle phase transition","8/1308","13/18842",0.615384615384615,8.86473770877441,7.74742958065675,4.96002278933447e-07,2.75039312476876e-05,2.75039312476876e-05,"KNL1/CDC25B/MAPK15/TTK/PKMYT1/CDC25A/ZWINT/CDC25C",8
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","11/1308","26/18842",0.423076923076923,6.0945071747824,7.09970895536503,5.0549035064482e-07,2.76923448720722e-05,2.76923448720722e-05,"BIRC5/AURKB/SKA1/CDT1/CDK1/CDCA8/NDC80/KIF2C/CENPE/SKA3/NUF2",11
"GO:0007127","GO:0007127","meiosis I","24/1308","112/18842",0.214285714285714,3.08682830930537,6.04981630316649,5.81375011308233e-07,3.14703830526016e-05,3.14703830526016e-05,"RAD51AP1/KNL1/MYBL1/HORMAD1/SGO1/DNMT3L/TRIP13/PTTG1/BRCA2/CCNA1/SGO2/BRIP1/TEX15/ZWINT/NDC80/MND1/PTTG3P/RAD54L/TEX19/ANKLE1/RAD54B/EME1/RAD51/TOP2A",24
"GO:0002385","GO:0002385","mucosal immune response","15/1308","49/18842",0.306122448979592,4.4097547275791,6.52737357543943,6.43350860834524e-07,3.44154866378186e-05,3.44154866378186e-05,"H2BC6/CAMP/H2BC11/H2BC7/H2BC26/H2BC13/H2BC17/H2BC18/H2BC3/H2BC8/IFNL2/H2BC9/H2BC10/H2BC12/H2BC14",15
"GO:0071168","GO:0071168","protein localization to chromatin","17/1308","62/18842",0.274193548387097,3.94981256782085,6.35415519751104,6.74369183348464e-07,3.5655310194017e-05,3.5655310194017e-05,"CENPA/UHRF1/H4C12/H4C9/AURKB/H2BC11/H4C5/H2AC4/H4C14/PLK1/H4C13/H4C8/H4C4/H4C1/TONSL/H4C2/H4C3",17
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","10/1308","22/18842",0.454545454545455,6.54781762579928,7.11113711300384,7.50434128820235e-07,3.92209653304093e-05,3.92209653304093e-05,"BIRC5/ESPL1/CDC20/AURKB/SKA1/PLK1/CDCA8/UBE2C/DLGAP5/SKA3",10
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","28/1308","146/18842",0.191780821917808,2.76264086129613,5.83957522723112,7.7216550710824e-07,3.98981427366042e-05,3.98981427366042e-05,"CDC6/BIRC5/BLM/BRSK2/CCNA2/TICRR/CDC25B/CLSPN/CENPF/AURKB/CDC7/DONSON/PHOX2B/PKMYT1/AURKA/CCNB1/CDC25A/CDK1/PLK1/ORC1/FOXM1/NDC80/CHEK1/MELK/KIF14/DTL/CDC25C/NEK2",28
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","64/1308","492/18842",0.130081300813008,1.87384699535069,5.36432720045656,8.42148568475873e-07,4.30252757399977e-05,4.30252757399977e-05,"BRINP3/EIF4EBP1/STIL/UBD/SPC25/CDKN2A/CDC6/RPRM/BIRC5/BLM/CDCA2/KNL1/CCNE1/MKI67/TICRR/ESPL1/CDC20/SPC24/DMRT1/TRIP13/CDC25B/CLSPN/CENPF/AURKB/CDC7/CCNE2/TTK/DONSON/MAD2L1/E2F1/PHOX2B/BUB1/SKA1/PKMYT1/AURKA/CCNB1/E2F7/CDC25A/CDK1/PLK1/ORC1/FOXM1/CDCA8/ZWINT/NDC80/CHEK1/RRM2/BUB1B/HASPIN/KIF14/FBXO43/UBE2C/DTL/DLGAP5/CDC25C/INHBA/ANLN/CENPE/SKA3/NUF2/CKS2/EME1/TERT/NEK2",64
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","18/1308","70/18842",0.257142857142857,3.70419397116645,6.19080226949255,9.02127919720059e-07,4.55775072329679e-05,4.55775072329679e-05,"KIF18A/CENPA/BIRC5/PSRC1/AURKB/TTK/SKA1/CCNB1/CDT1/CDK1/CDCA8/NDC80/KIF2C/KIF14/KIFC1/CENPE/SKA3/NUF2",18
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","16/1308","57/18842",0.280701754385965,4.04356456891464,6.28535328676292,1.01265861556443e-06,5.05995464282578e-05,5.05995464282578e-05,"RAD51AP1/STRA8/KNL1/HORMAD1/CDC20/DMRT1/TRIP13/CDC25B/MAPK15/TTK/PKMYT1/CDC25A/ASPM/ZWINT/FBXO43/CDC25C",16
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","11/1308","28/18842",0.392857142857143,5.65918523372652,6.73850831174771,1.23432981744394e-06,6.10054095643215e-05,6.10054095643215e-05,"CDC6/BIRC5/AURKB/SKA1/CCNB1/CDK1/CDCA8/NCAPG/NCAPH/SMC4/SKA3",11
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","24/1308","117/18842",0.205128205128205,2.95491256959147,5.79328244266351,1.33971972822467e-06,6.55022107982535e-05,6.55022107982535e-05,"EIF4EBP1/STIL/CDC6/BIRC5/CCNE1/ESPL1/CDC20/CDC25B/CDC7/CCNE2/PHOX2B/SKA1/AURKA/CCNB1/CDC25A/CDK1/PLK1/RRM2/UBE2C/DTL/DLGAP5/CDC25C/SKA3/TERT",24
"GO:0031424","GO:0031424","keratinization","19/1308","79/18842",0.240506329113924,3.46454147795455,5.99534091702007,1.3691017470187e-06,6.62266557839791e-05,6.62266557839791e-05,"SPRR1B/KRT86/CASP14/KRT3/KRT75/KRT16/KRT81/SPRR2D/SPRR4/IVL/KRT6A/PI3/KRT2/KRT72/KRT6B/KRT78/KRT85/KRT6C/KRT83",19
"GO:0002251","GO:0002251","organ or tissue specific immune response","15/1308","52/18842",0.288461538461538,4.155345800988,6.22301128963315,1.50147650790105e-06,7.18654071729059e-05,7.18654071729059e-05,"H2BC6/CAMP/H2BC11/H2BC7/H2BC26/H2BC13/H2BC17/H2BC18/H2BC3/H2BC8/IFNL2/H2BC9/H2BC10/H2BC12/H2BC14",15
"GO:0051383","GO:0051383","kinetochore organization","12/1308","34/18842",0.352941176470588,5.08418780356179,6.51012309222621,1.5552348087569e-06,7.3663048702267e-05,7.3663048702267e-05,"CENPA/CENPI/CENPF/CENPO/HJURP/CENPW/CENPK/CENPN/OIP5/DLGAP5/CENPE/NUF2",12
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","20/1308","89/18842",0.224719101123595,3.23712332061987,5.77783183239229,2.28424588503358e-06,0.00010707696947678,0.00010707696947678,"KRT86/NEFL/KRT34/KRT3/KRT75/KRT16/KRT81/KRT6A/KRT2/KRT72/KRT6B/KRT20/KRT78/KRT85/KRT38/KRT6C/KRT9/INA/NEFH/KRT83",20
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","21/1308","97/18842",0.216494845360825,3.11865128156625,5.71370706056578,2.44037368300186e-06,0.000113228358536831,0.000113228358536831,"CDC6/BLM/TICRR/CDC25B/CLSPN/CENPF/AURKB/CDC7/DONSON/PHOX2B/PKMYT1/AURKA/CCNB1/CDC25A/CDK1/PLK1/ORC1/CHEK1/KIF14/DTL/CDC25C",21
"GO:0045103","GO:0045103","intermediate filament-based process","20/1308","90/18842",0.222222222222222,3.20115528372409,5.71693803243528,2.74742664961353e-06,0.000126187363391846,0.000126187363391846,"KRT86/NEFL/KRT34/KRT3/KRT75/KRT16/KRT81/KRT6A/KRT2/KRT72/KRT6B/KRT20/KRT78/KRT85/KRT38/KRT6C/KRT9/INA/NEFH/KRT83",20
"GO:0006310","GO:0006310","DNA recombination","47/1308","338/18842",0.13905325443787,2.00308977073268,5.08253862226515,3.98727293529124e-06,0.000181301300367693,0.000181301300367693,"GINS2/UHRF1/RAD51AP1/PGBD5/BLM/HMGB3/H1-5/AUNIP/POLQ/CDC45/TRIP13/HELLS/FANCB/CDC7/EXO1/H1-1/BRCA2/H1-6/PARPBP/PLK1/XRCC2/BRIP1/TEX15/MCM2/FEN1/H2AX/GINS4/NCAPH/MND1/RAD21L1/CHEK1/MCM4/H1-3/RAD54L/TEX19/TONSL/SMC4/PIF1/KPNA2/ANKLE1/RMI2/RECQL4/RAD54B/EME1/TERT/RAD51/TOP2A",47
"GO:1902969","GO:1902969","mitotic DNA replication","8/1308","16/18842",0.5,7.20259938837921,6.77906880427543,4.10575270245863e-06,0.00018484017364435,0.00018484017364435,"CDC45/TK1/BRCA2/GINS1/CDT1/MCM2/MCM4/RAD51",8
"GO:0000076","GO:0000076","DNA replication checkpoint signaling","10/1308","26/18842",0.384615384615385,5.540461067984,6.3275898923882,4.76786418435928e-06,0.000212543906336095,0.000212543906336095,"CDC6/TICRR/CDC45/CLSPN/CDC7/DONSON/CDT1/RFC4/DNA2/ORC1",10
"GO:0006261","GO:0006261","DNA-templated DNA replication","29/1308","171/18842",0.169590643274854,2.4429869270526,5.17716501749257,6.53940748411958e-06,0.000288686270197007,0.000288686270197007,"CDC6/BLM/MCM10/POLQ/TICRR/CDC45/TK1/CDC7/EXO1/BRCA2/DONSON/ORC6/GINS1/E2F7/CDT1/RFC4/DNA2/ORC1/RNASEH2A/MCM2/FEN1/GINS4/MCM4/TONSL/E2F8/DTL/EME1/FAM111B/RAD51",29
"GO:0033044","GO:0033044","regulation of chromosome organization","37/1308","246/18842",0.150406504065041,2.16663558837423,5.03046753989978,6.98587348858215e-06,0.000305430449544067,0.000305430449544067,"SPC25/CDC6/BIRC5/CTPS1/KNL1/ESPL1/CDC20/TACC3/SPC24/TRIP13/CENPF/AURKB/MAPK15/TTK/MAD2L1/BUB1/SKA1/CCNB1/CDK1/PLK1/CDCA8/FEN1/ZWINT/NCAPG/NDC80/NCAPH/BUB1B/HASPIN/SMC4/UBE2C/PIF1/RMI2/DLGAP5/CENPE/SKA3/NUF2/NEK2",37
"GO:0030261","GO:0030261","chromosome condensation","13/1308","45/18842",0.288888888888889,4.16150186884132,5.79923589302354,7.34739401729896e-06,0.000316685497704606,0.000316685497704606,"CTPS1/H1-5/H1-1/H1-6/CCNB1/CDK1/PLK1/HMGA2/NCAPG/NCAPH/H1-3/SMC4/TOP2A",13
